,authors,author_ids,title,abstract,pub_year,journal,citations,eprint_url,pub_url,citedby_url,scilab_url,related_articles_url,scholarbib_url
22,"['J Sun', 'J Oddershede', 'F Bachmann']","['', '', '']",Statistics and Reproducibility of Grain Morphologies and Crystallographic Orientations Mapped by Laboratory Diffraction Contrast Tomography,"The reconstructed grain maps (2.5 Pm voxels) based on the data collected for the EYTi  sample using two different ZEISS Xradia Versa XYray microscopes are shown in Figure 2,  inverse pole figure (IPF) colourYcoded according to the cylinder axis direction ((a) and (b)) and",2019,IOP Conference …,0,https://iopscience.iop.org/article/10.1088/1757-899X/580/1/012046/pdf,https://iopscience.iop.org/article/10.1088/1757-899X/580/1/012046/meta,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D20%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=HK8VtrsfxSMJ&ei=Z39tYfuEA8yR6rQPrvmsUA&json=","/scholar?q=related:HK8VtrsfxSMJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:HK8VtrsfxSMJ:scholar.google.com/&output=cite&scirp=22&hl=en
23,"['JE Elkhoury', 'R Shankar', 'TS Ramakrishnan']","['nnhGOGoAAAAJ', 'gi2-DQsAAAAJ', '7zN_zuEAAAAJ']",Resolution and limitations of X-ray micro-CT with applications to sandstones and limestones,"With the ZEISS Xradia versa system, the calculated porosity was \(6.7\%\) and is insufficient  for inferring porosity. This result highlights the large  It is important to note that a direct  comparison between the Bruker and Xradia system is difficult since these systems use different",2019,Transport in Porous Media,14,,https://link.springer.com/article/10.1007/s11242-019-01275-1,"/scholar?cites=13055497769039568272&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D20%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=kB2CyQxyLrUJ&ei=Z39tYfuEA8yR6rQPrvmsUA&json=","/scholar?q=related:kB2CyQxyLrUJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:kB2CyQxyLrUJ:scholar.google.com/&output=cite&scirp=23&hl=en
24,"['CM Disney', 'K Madi', 'AJ Bodey', 'PD Lee', 'JA Hoyland']","['_VQ8CtwAAAAJ', '9UArEmkAAAAJ', '', 'AY8iG6sAAAAJ', '']",Visualising the 3D microstructure of stained and native intervertebral discs using X-ray microtomography,Figure 5a shows the results gained for IVDs using this approach on a Carl Zeiss Xradia Versa  laboratory system. Only a small region of interest from a segment of  The projections were  reconstructed using Xradia Versa Reconstructor to achieve an effective voxel size of 2.8 µm.,2017,Scientific reports,19,https://www.nature.com/articles/s41598-017-16354-w,https://www.nature.com/articles/s41598-017-16354-w,"/scholar?cites=10925457976121379014&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D20%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=xkgsyyQGn5cJ&ei=Z39tYfuEA8yR6rQPrvmsUA&json=","/scholar?q=related:xkgsyyQGn5cJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:xkgsyyQGn5cJ:scholar.google.com/&output=cite&scirp=24&hl=en
25,"['C Tan', 'MDR Kok', 'SR Daemi', 'DJL Brett']","['4L01kMUAAAAJ', '5Cwgh8MAAAAJ', 'xgBnCXwAAAAJ', 'NaoVcH8AAAAJ']",Three-dimensional image based modelling of transport parameters in lithium–sulfur batteries,"A lab-based micro-CT instrument (Zeiss Xradia Versa 520, Carl Zeiss Inc.) was used,  containing a polychromatic micro-focus sealed source set to an accelerating voltage of 80 kV on  a tungsten target at a maximum power of 7 W. The scintillator was coupled to a 40X objective",2019,Physical Chemistry …,17,https://pubs.rsc.org/en/content/articlehtml/2019/cp/c8cp04763d,https://pubs.rsc.org/en/content/articlehtml/2019/cp/c8cp04763d,"/scholar?cites=2316334523069500262&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D20%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=ZguI7PlFJSAJ&ei=Z39tYfuEA8yR6rQPrvmsUA&json=","/scholar?q=related:ZguI7PlFJSAJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:ZguI7PlFJSAJ:scholar.google.com/&output=cite&scirp=25&hl=en
26,"['D Patel', 'JB Robinson', 'S Ball', 'DJL Brett']","['cWFy27QAAAAJ', 'Siaj-l4AAAAJ', '', 'NaoVcH8AAAAJ']",Thermal Runaway of a Li-Ion Battery Studied by Combined ARC and Multi-Length Scale X-ray CT,Nanoscale post-failure analysis of the positive electrode was imaged using an X-ray nano-CT  system (Zeiss Xradia Ultra 810). Electrode samples for nanoscale characterisation were  prepared using a laser micro-machining procedure to achieve the desired sample size. A,2020,Journal of The …,3,https://iopscience.iop.org/article/10.1149/1945-7111/ab7fb6/pdf,https://iopscience.iop.org/article/10.1149/1945-7111/ab7fb6/meta,"/scholar?cites=498866980571955264&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D20%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=QMApL-BU7AYJ&ei=Z39tYfuEA8yR6rQPrvmsUA&json=","/scholar?q=related:QMApL-BU7AYJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:QMApL-BU7AYJ:scholar.google.com/&output=cite&scirp=26&hl=en
27,"['AF Obaton', 'CG Klingaa', 'C Rivet', 'K Mohaghegh']","['', 'jEnGjOoAAAAJ', '', 'NzGDmj4AAAAJ']",Reference standards for XCT measurements of additively manufactured parts,The Zeiss Xradia Versa 410 is composed of a source with a voltage ranging between 40  and 150 kV and with a maximal power of 10 W. The system has a set of different objectives  of which the Large Field of View (LFOV) objective was used for the scans.,2020,10th Conference on …,0,https://www.ndt.net/article/ctc2020/papers/ICT2020_paper_id152.pdf,https://www.ndt.net/article/ctc2020/papers/ICT2020_paper_id152.pdf,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D20%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=lEIfBxXNoNYJ&ei=Z39tYfuEA8yR6rQPrvmsUA&json=","/scholar?q=related:lEIfBxXNoNYJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:lEIfBxXNoNYJ:scholar.google.com/&output=cite&scirp=27&hl=en
28,"['L Lavery', 'W Harris', 'H Bale', 'A Merkle']","['', '', '', '4ob09D8AAAAJ']",Recent Advancements in 3D X-ray Microscopes for Additive Manufacturing,"As illustrated in Figure 1, interior (local) tomography is routinely performed, as ZEISS Xradia  Versa XRM architecture has been designed to maintain sub-micron spatial resolution for a  variety of working distances and sample sizes/geometries. System is capable of imaging at",2016,Microscopy and Microanalysis,2,https://scholar.archive.org/work/sglapqdndbfl3ppekif6wtrvxi/access/wayback/https://www.cambridge.org/core/services/aop-cambridge-core/content/view/DD98D2BCD2517BA9E961D42E6DFF8075/S143192761600965Xa.pdf/div-class-title-recent-advancements-in-3d-x-ray-microscopes-for-additive-manufacturing-div.pdf,https://www.cambridge.org/core/journals/microscopy-and-microanalysis/article/recent-advancements-in-3d-xray-microscopes-for-additive-manufacturing/DD98D2BCD2517BA9E961D42E6DFF8075,"/scholar?cites=2094247272475739150&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D20%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=DkS_a8xCEB0J&ei=Z39tYfuEA8yR6rQPrvmsUA&json=","/scholar?q=related:DkS_a8xCEB0J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:DkS_a8xCEB0J:scholar.google.com/&output=cite&scirp=28&hl=en
29,"['AJ Otaru', 'M Abdulkadir', 'MR Corfield', 'A Kenfack']","['cNEeb04AAAAJ', 'lW_udwsAAAAJ', '', '']",Computational evaluation of effective transport properties of differential microcellular structures,"Two-dimensional X-ray tomography cross sectional images of Inconel 450µm (A), Inconel  1200µm (B), aluminium (X) and aluminium (Y) foams were obtained via a Zeiss Xradia Versa  XRM-500 3D X-ray CT microscopy system. The Inconel foams were produced by Alantum",2020,AIChE …,1,http://repository.futminna.edu.ng:8080/jspui/bitstream/123456789/6234/1/otaru2020.pdf,https://aiche.onlinelibrary.wiley.com/doi/abs/10.1002/aic.16928,"/scholar?cites=12847820470663073634&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D20%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Yk_du6WgTLIJ&ei=Z39tYfuEA8yR6rQPrvmsUA&json=","/scholar?q=related:Yk_du6WgTLIJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:Yk_du6WgTLIJ:scholar.google.com/&output=cite&scirp=29&hl=en
30,"['A Merkle', 'LL Lavery', 'J Gelb', 'N Piché']","['4ob09D8AAAAJ', '', '2bx2FtIAAAAJ', 'RUPYfPYAAAAJ']",Fusing multi-scale and multi-modal 3D imaging and characterization,"By implementing a novel X-ray detection system, mirroring the designs in place at synchrotron  micro- and nano-TXM beamlines, sub-micron resolution is now routinely achievable in the  laboratory as well with the ZEISS Xradia Versa series across a large range of sample sizes.",2014,Microscopy and Microanalysis,2,,https://www.cambridge.org/core/journals/microscopy-and-microanalysis/article/fusing-multiscale-and-multimodal-3d-imaging-and-characterization/899D0E52D29B1FF25187827645B053DD,"/scholar?cites=1018760396613738847&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D30%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=X-Fl3y5dIw4J&ei=bH9tYdz6IIW4ygTHm5C4CA&json=","/scholar?q=related:X-Fl3y5dIw4J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:X-Fl3y5dIw4J:scholar.google.com/&output=cite&scirp=30&hl=en
31,"['L Pappalardo', 'G Buono', 'S Fanara']","['', '5iB2FzwAAAAJ', '']",Combining textural and geochemical investigations to explore the dynamics of magma ascent during Plinian eruptions: a Somma–Vesuvius volcano (Italy) case study,The microstructure of the samples was investigated by X-ray computed microtomography  (micro-CT) using a Carl Zeiss Xradia Versa-410  Reducing dependence upon geometric  magnification enables Xradia Versa instruments to maintain submicron resolution at large working,2018,Contributions to Mineralogy …,11,,https://link.springer.com/article/10.1007/s00410-018-1486-x,"/scholar?cites=6178419449412663455&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D30%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=nzibK8EnvlUJ&ei=bH9tYdz6IIW4ygTHm5C4CA&json=","/scholar?q=related:nzibK8EnvlUJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:nzibK8EnvlUJ:scholar.google.com/&output=cite&scirp=31&hl=en
32,"['KM Jespersen', 'JA Glud', 'J Zangenberg', 'A Hosoi']","['cUkSaycAAAAJ', '', '', '0MhUPG8AAAAJ']","Ex-situ X-ray computed tomography, tension clamp and in-situ transilluminated white light imaging data of non-crimp fabric based fibre composite under …",All X-ray CT scans were carried out using a Zeiss Xradia Versa 520 scanner with an  accelerating voltage of 80 keV and a power of 7 mA. The detectors used had 2000 × 2000  pixels and binning of 2 was used combining 2 × 2 pixels resulting in ~1000 × 1000 pixels.,2018,Data in brief,6,https://www.sciencedirect.com/science/article/pii/S2352340918311879,https://www.sciencedirect.com/science/article/pii/S2352340918311879,"/scholar?cites=3940223441361623704&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D30%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=mNoG_ld8rjYJ&ei=bH9tYdz6IIW4ygTHm5C4CA&json=","/scholar?q=related:mNoG_ld8rjYJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:mNoG_ld8rjYJ:scholar.google.com/&output=cite&scirp=32&hl=en
33,"['AJ Otaru', 'MS Muhammad', 'MB Samuel']","['cNEeb04AAAAJ', '', '']",Pressure drop in high-density porous metals via tomography datasets,"a Porous sample, b an Zeiss Xradia Versa XRM-500 3D X-ray CT microscope instrument, c  high-resolution 2D computed tomography slice data, d image rendering and thresholding e  3D reconstructed representative volume element (RVE fluid), f 3D reconstructed RVE meshed",2021,Metals and Materials …,3,http://repository.futminna.edu.ng:8080/jspui/bitstream/123456789/6856/1/99%20Pressure%20Drop%20in%20High-Density%20Porous%20Metals%20via%20Tomography%20Datasets.pdf,https://link.springer.com/article/10.1007/s12540-019-00431-y,"/scholar?cites=12585096523048956470&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D30%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=NjJW6Js-p64J&ei=bH9tYdz6IIW4ygTHm5C4CA&json=","/scholar?q=related:NjJW6Js-p64J:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:NjJW6Js-p64J:scholar.google.com/&output=cite&scirp=33&hl=en
34,"['H Dierks', 'J Wallentin']","['', 'xZSsTFAAAAAJ']",Experimental optimization of X-ray propagation-based phase contrast imaging geometry,"Similar measurements were performed with a commercial system, a Zeiss Xradia Versa 520.  The W transmission target tube was set to 80  We would like to thank Stephen Hall for  granting access to the Xradia system, and Pablo Villanueva Perez for valuable discussions. This",2020,Optics Express,1,https://www.osapublishing.org/viewmedia.cfm?seq=0&uri=oe-28-20-29562,https://www.osapublishing.org/abstract.cfm?uri=oe-28-20-29562,"/scholar?cites=14260646991567607354&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D30%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=Olah9-H-58UJ&ei=bH9tYdz6IIW4ygTHm5C4CA&json=","/scholar?q=related:Olah9-H-58UJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:Olah9-H-58UJ:scholar.google.com/&output=cite&scirp=34&hl=en
35,"['B Mouawad', 'P Agyakwa', 'M Corfield']","['kq12Ql0AAAAJ', '', '']",A correlative approach to observing the thermomechanically driven microstructural evolution of ultrasonically bonded copper wires,were subsequently imaged at 1500 cycles and 3000 cycles respectively using a Zeiss Xradia  Versa-XRM 500 X-ray micro CT system with a  The projection images were reconstructed  using Xradia 3D Reconstructor software which uses a filtered back projection algorithm. The,2018,CIPS 2018; 10th …,0,https://www.researchgate.net/profile/Bassem-Mouawad/publication/324015446_A_correlative_approach_to_observing_the_thermomechanically_driven_microstructural_evolution_of_ultrasonically_bonded_copper_wires/links/5ab91a76a6fdcc46d3b8f7ea/A-correlative-approach-to-observing-the-thermomechanically-driven-microstructural-evolution-of-ultrasonically-bonded-copper-wires.pdf,https://ieeexplore.ieee.org/abstract/document/8403146/,,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D30%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=6MKJLGiYJsEJ&ei=bH9tYdz6IIW4ygTHm5C4CA&json=","/scholar?q=related:6MKJLGiYJsEJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:6MKJLGiYJsEJ:scholar.google.com/&output=cite&scirp=35&hl=en
36,"['M Müller', 'MA Kimm', 'S Ferstl', 'S Allner', 'K Achterhold']","['', '', '', '', 'uefQ-ZQAAAAJ']",Nucleus-specific X-ray stain for 3D virtual histology,Both data sets were acquired with the Xradia Versa 500 microCT using identical acquisition  parameters. The voxel size in both data sets is  The X-ray microCT measurements were  performed with the ZEISS Xradia Versa 500. All shown images were acquired at 50 kV,2018,Scientific reports,16,https://www.nature.com/articles/s41598-018-36067-y,https://www.nature.com/articles/s41598-018-36067-y,"/scholar?cites=7738918653684778285&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D30%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=LYWGUoMpZmsJ&ei=bH9tYdz6IIW4ygTHm5C4CA&json=","/scholar?q=related:LYWGUoMpZmsJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:LYWGUoMpZmsJ:scholar.google.com/&output=cite&scirp=36&hl=en
37,"['MZ Khalik', 'K Hendriks', 'JJ Vermeulen', 'M Schilthuizen']","['AnToiK4AAAAJ', 'iCE9NzMAAAAJ', '', 'IYFZXkUAAAAJ']","A molecular and conchological dissection of the “scaly” Georissa of Malaysian Borneo (Gastropoda, Neritimorpha, Hydrocenidae)",The micro-computed tomography (µCT) scanning was carried out with an Xradia 520 Versa  X-ray Microscope using accompanying software Zeiss Xradia Versa (11.1.6315). The X-ray  images from the scanning (ca. 950 layers of images in TIF format) were reconstructed into,2018,ZooKeys,8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6048177/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6048177/,"/scholar?cites=7576796855608598803&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D30%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=E-HYuZgwJmkJ&ei=bH9tYdz6IIW4ygTHm5C4CA&json=","/scholar?q=related:E-HYuZgwJmkJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:E-HYuZgwJmkJ:scholar.google.com/&output=cite&scirp=37&hl=en
38,"['M Busse', 'S Ferstl', 'M Müller', 'MA Kimm']","['5C8DrgEAAAAJ', '', '', '']",New staining tools and developments for 3D soft tissue CT imaging,"The MicroCT data (Zeiss Xradia Versa 500) was used to prepare smaller soft-tissue samples  (with an edge length of 0.5-1 mm) derived from the very same stained specimen using a  stereomicroscope. The volumes of interest (VOIs) were dehydrated in an ethanol series (50, 60,",2019,Developments in X …,1,,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11113/111130O/New-staining-tools-and-developments-for-3D-soft-tissue-CT/10.1117/12.2529558.full?sessionGUID=059329ad-883c-9d90-2bc9-993ced268bea&webSyncID=620c89a0-ce46-e9e6-ec7a-49dab6a0cbad&sessionGUID=059329ad-883c-9d90-2bc9-993ced268bea,"/scholar?cites=1595299139569736174&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D30%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=7lmKfB2kIxYJ&ei=bH9tYdz6IIW4ygTHm5C4CA&json=","/scholar?q=related:7lmKfB2kIxYJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:7lmKfB2kIxYJ:scholar.google.com/&output=cite&scirp=38&hl=en
39,"['X Zhang', 'S Aliasghari', 'A Němcová']","['dhzhGGUAAAAJ', 'TyAQ8AEAAAAJ', 'kmshHQwAAAAJ']",X-ray computed tomographic investigation of the porosity and morphology of plasma electrolytic oxidation coatings,"A Zeiss Xradia Versa 520 lab-based X-ray CT scanner, operated at an accelerating  energy of 120 kV, that generated a polychromatic X-ray beam was used to collect the results.  The 3201 projections were taken over 360 rotation. The 4× optical lens behind the scintillator",2016,… applied materials & …,39,https://www.researchgate.net/profile/Sepideh-Aliasghari/publication/298338798_X-ray_Computed_Tomographic_Investigation_of_the_Porosity_and_Morphology_of_Plasma_Electrolytic_Oxidation_Coatings/links/57774ed808aeb9427e2799f4/X-ray-Computed-Tomographic-Investigation-of-the-Porosity-and-Morphology-of-Plasma-Electrolytic-Oxidation-Coatings.pdf,https://pubs.acs.org/doi/abs/10.1021/acsami.6b00274,"/scholar?cites=934381165174707395&as_sdt=2005&sciodt=0,5&hl=en","/citations?hl=en&xsrf=&continue=/scholar%3Fq%3DXradia%2B%2522Zeiss%2BXradia%2522%2B%2522Xradia%2BVersa%2522%26hl%3Den%26start%3D30%26as_sdt%3D0,5&citilm=1&update_op=library_add&info=w9QNG7iW9wwJ&ei=bH9tYdz6IIW4ygTHm5C4CA&json=","/scholar?q=related:w9QNG7iW9wwJ:scholar.google.com/&scioq=Xradia+%22Zeiss+Xradia%22+%22Xradia+Versa%22&hl=en&as_sdt=0,5",/scholar?q=info:w9QNG7iW9wwJ:scholar.google.com/&output=cite&scirp=39&hl=en
